image_id,full_detect_labels_response,label_num,label_str,label_conf
A_80s_aesthetic_inspo_that_no_one_asked_for_.jpg,"mid: ""/m/01n5jq""
description: ""Poster""
score: 0.8502205610275269
topicality: 0.8502205610275269
",3,Poster,0.8502205610275269
A_80s_aesthetic_inspo_that_no_one_asked_for_.jpg,"mid: ""/m/0jjw""
description: ""Art""
score: 0.8484336137771606
topicality: 0.8484336137771606
",4,Art,0.8484336137771606
A_80s_aesthetic_inspo_that_no_one_asked_for_.jpg,"mid: ""/m/03gq5hm""
description: ""Font""
score: 0.8426920175552368
topicality: 0.8426920175552368
",5,Font,0.8426920175552368
A_80s_aesthetic_inspo_that_no_one_asked_for_.jpg,"mid: ""/m/013s93""
description: ""T-shirt""
score: 0.8298660516738892
topicality: 0.8298660516738892
",6,T-shirt,0.8298660516738892
A_80s_aesthetic_inspo_that_no_one_asked_for_.jpg,"mid: ""/m/02qqd4n""
description: ""Fashion design""
score: 0.8095310926437378
topicality: 0.8095310926437378
",7,Fashion design,0.8095310926437378
A_80s_aesthetic_inspo_that_no_one_asked_for_.jpg,"mid: ""/m/0hwky""
description: ""Pattern""
score: 0.7746232151985168
topicality: 0.7746232151985168
",8,Pattern,0.7746232151985168
A_80s_aesthetic_inspo_that_no_one_asked_for_.jpg,"mid: ""/m/01kr8f""
description: ""Illustration""
score: 0.7730626463890076
topicality: 0.7730626463890076
",9,Illustration,0.7730626463890076
A_80s_aesthetic_inspo_that_no_one_asked_for_.jpg,"mid: ""/m/0ckc5""
description: ""Magenta""
score: 0.7234013676643372
topicality: 0.7234013676643372
",10,Magenta,0.7234013676643372
Cant_tell.jpg,"mid: ""/m/09j2d""
description: ""Clothing""
score: 0.9875789880752563
topicality: 0.9875789880752563
",1,Clothing,0.9875789880752563
Cant_tell.jpg,"mid: ""/m/047vlmn""
description: ""Outerwear""
score: 0.9549911618232727
topicality: 0.9549911618232727
",2,Outerwear,0.9549911618232727
Cant_tell.jpg,"mid: ""/m/01n4qj""
description: ""Shirt""
score: 0.9468398690223694
topicality: 0.9468398690223694
",3,Shirt,0.9468398690223694
Cant_tell.jpg,"mid: ""/m/068jd""
description: ""Photograph""
score: 0.9428219795227051
topicality: 0.9428219795227051
",4,Photograph,0.9428219795227051
Cant_tell.jpg,"mid: ""/m/01k74n""
description: ""Facial expression""
score: 0.9325134754180908
topicality: 0.9325134754180908
",5,Facial expression,0.9325134754180908
Cant_tell.jpg,"mid: ""/m/04_fs""
description: ""Muscle""
score: 0.9221218228340149
topicality: 0.9221218228340149
",6,Muscle,0.9221218228340149
Cant_tell.jpg,"mid: ""/m/01jwgf""
description: ""Product""
score: 0.9079000353813171
topicality: 0.9079000353813171
",7,Product,0.9079000353813171
Cant_tell.jpg,"mid: ""/m/01xygc""
description: ""Coat""
score: 0.9007241129875183
topicality: 0.9007241129875183
",8,Coat,0.9007241129875183
Cant_tell.jpg,"mid: ""/m/0dgw9r""
description: ""Human""
score: 0.8967170119285583
topicality: 0.8967170119285583
",9,Human,0.8967170119285583
Cant_tell.jpg,"mid: ""/m/062581""
description: ""Sleeve""
score: 0.8724481463432312
topicality: 0.8724481463432312
",10,Sleeve,0.8724481463432312
80s_feels.jpg,"mid: ""/m/0csby""
description: ""Cloud""
score: 0.9795618653297424
topicality: 0.9795618653297424
",1,Cloud,0.9795618653297424
80s_feels.jpg,"mid: ""/m/01bqvp""
description: ""Sky""
score: 0.966071367263794
topicality: 0.966071367263794
",2,Sky,0.966071367263794
80s_feels.jpg,"mid: ""/m/0k4j""
description: ""Car""
score: 0.9508329629898071
topicality: 0.9508329629898071
",3,Car,0.9508329629898071
80s_feels.jpg,"mid: ""/m/01ctsf""
description: ""Atmosphere""
score: 0.9481807947158813
topicality: 0.9481807947158813
",4,Atmosphere,0.9481807947158813
80s_feels.jpg,"mid: ""/m/07yv9""
description: ""Vehicle""
score: 0.9399722218513489
topicality: 0.9399722218513489
",5,Vehicle,0.9399722218513489
80s_feels.jpg,"mid: ""/m/083wq""
description: ""Wheel""
score: 0.9232656955718994
topicality: 0.9232656955718994
",6,Wheel,0.9232656955718994
80s_feels.jpg,"mid: ""/m/0768fx""
description: ""Automotive lighting""
score: 0.922314465045929
topicality: 0.922314465045929
",7,Automotive lighting,0.922314465045929
80s_feels.jpg,"mid: ""/m/0h9mv""
description: ""Tire""
score: 0.9186608791351318
topicality: 0.9186608791351318
",8,Tire,0.9186608791351318
80s_feels.jpg,"mid: ""/m/013vs""
description: ""Afterglow""
score: 0.912431001663208
topicality: 0.912431001663208
",9,Afterglow,0.912431001663208
80s_feels.jpg,"mid: ""/m/033rq4""
description: ""Street light""
score: 0.9097917079925537
topicality: 0.9097917079925537
",10,Street light,0.9097917079925537
762020.jpg,"mid: ""/m/0c9ph5""
description: ""Flower""
score: 0.9783309102058411
topicality: 0.9783309102058411
",1,Flower,0.9783309102058411
762020.jpg,"mid: ""/m/05s2s""
description: ""Plant""
score: 0.956909716129303
topicality: 0.956909716129303
",2,Plant,0.956909716129303
762020.jpg,"mid: ""/m/016q19""
description: ""Petal""
score: 0.9183177351951599
topicality: 0.9183177351951599
",3,Petal,0.9183177351951599
762020.jpg,"mid: ""/m/01bwr""
description: ""Botany""
score: 0.9172092080116272
topicality: 0.9172092080116272
",4,Botany,0.9172092080116272
762020.jpg,"mid: ""/m/09t49""
description: ""Leaf""
score: 0.8995341658592224
topicality: 0.8995341658592224
",5,Leaf,0.8995341658592224
762020.jpg,"mid: ""/m/0dnr7""
description: ""Textile""
score: 0.8735536932945251
topicality: 0.8735536932945251
",6,Textile,0.8735536932945251
762020.jpg,"mid: ""/m/0b5gs""
description: ""Branch""
score: 0.8691694736480713
topicality: 0.8691694736480713
",7,Branch,0.8691694736480713
762020.jpg,"mid: ""/m/05nnm""
description: ""Organism""
score: 0.8555066585540771
topicality: 0.8555066585540771
",8,Organism,0.8555066585540771
762020.jpg,"mid: ""/m/01fklc""
description: ""Pink""
score: 0.852073073387146
topicality: 0.852073073387146
",9,Pink,0.852073073387146
762020.jpg,"mid: ""/m/01fnns""
description: ""Vegetation""
score: 0.851916491985321
topicality: 0.851916491985321
",10,Vegetation,0.851916491985321
13-3-7462317.jpg,"mid: ""/m/068jd""
description: ""Photograph""
score: 0.9439896941184998
topicality: 0.9439896941184998
",1,Photograph,0.9439896941184998
13-3-7462317.jpg,"mid: ""/m/04k84""
description: ""Light""
score: 0.912146270275116
topicality: 0.912146270275116
",2,Light,0.912146270275116
13-3-7462317.jpg,"mid: ""/m/09nm_""
description: ""World""
score: 0.907478928565979
topicality: 0.907478928565979
",3,World,0.907478928565979
13-3-7462317.jpg,"mid: ""/m/01g5v""
description: ""Blue""
score: 0.9067944884300232
topicality: 0.9067944884300232
",4,Blue,0.9067944884300232
13-3-7462317.jpg,"mid: ""/m/02qg91d""
description: ""Field house""
score: 0.9067811369895935
topicality: 0.9067811369895935
",5,Field house,0.9067811369895935
13-3-7462317.jpg,"mid: ""/m/019sc""
description: ""Black""
score: 0.8960077166557312
topicality: 0.8960077166557312
",6,Black,0.8960077166557312
13-3-7462317.jpg,"mid: ""/m/02jjt""
description: ""Entertainment""
score: 0.8737667798995972
topicality: 0.8737667798995972
",7,Entertainment,0.8737667798995972
13-3-7462317.jpg,"mid: ""/m/088fh""
description: ""Yellow""
score: 0.8722191452980042
topicality: 0.8722191452980042
",8,Yellow,0.8722191452980042
13-3-7462317.jpg,"mid: ""/m/0jc_p""
description: ""Orange""
score: 0.8692154288291931
topicality: 0.8692154288291931
",9,Orange,0.8692154288291931
13-3-7462317.jpg,"mid: ""/m/06fvc""
description: ""Red""
score: 0.8411970138549805
topicality: 0.8411970138549805
",10,Red,0.8411970138549805
39-6153665ddbaab6203d6.jpg,"mid: ""/m/0838f""
description: ""Water""
score: 0.9055339097976685
topicality: 0.9055339097976685
",1,Water,0.9055339097976685
39-6153665ddbaab6203d6.jpg,"mid: ""/m/0b5gs""
description: ""Branch""
score: 0.8796576857566833
topicality: 0.8796576857566833
",2,Branch,0.8796576857566833
39-6153665ddbaab6203d6.jpg,"mid: ""/m/016nqt""
description: ""Twig""
score: 0.8786357045173645
topicality: 0.8786357045173645
",3,Twig,0.8786357045173645
39-6153665ddbaab6203d6.jpg,"mid: ""/m/01bwr""
description: ""Botany""
score: 0.8725485801696777
topicality: 0.8725485801696777
",4,Botany,0.8725485801696777
39-6153665ddbaab6203d6.jpg,"mid: ""/m/03d28y3""
description: ""Natural landscape""
score: 0.8685038089752197
topicality: 0.8685038089752197
",5,Natural landscape,0.8685038089752197
39-6153665ddbaab6203d6.jpg,"mid: ""/m/06z0n""
description: ""Sunlight""
score: 0.842654824256897
topicality: 0.842654824256897
",6,Sunlight,0.842654824256897
39-6153665ddbaab6203d6.jpg,"mid: ""/m/08t9c_""
description: ""Grass""
score: 0.8321041464805603
topicality: 0.8321041464805603
",7,Grass,0.8321041464805603
39-6153665ddbaab6203d6.jpg,"mid: ""/m/01bqvp""
description: ""Sky""
score: 0.7882363796234131
topicality: 0.7882363796234131
",8,Sky,0.7882363796234131
39-6153665ddbaab6203d6.jpg,"mid: ""/m/05s2s""
description: ""Plant""
score: 0.7641757726669312
topicality: 0.7641757726669312
",9,Plant,0.7641757726669312
39-6153665ddbaab6203d6.jpg,"mid: ""/m/02t59k""
description: ""Moisture""
score: 0.7376312017440796
topicality: 0.7376312017440796
",10,Moisture,0.7376312017440796
abandoned_room.jpg,"mid: ""/m/0d4v4""
description: ""Window""
score: 0.9270236492156982
topicality: 0.9270236492156982
",1,Window,0.9270236492156982
abandoned_room.jpg,"mid: ""/m/04wnmd""
description: ""Fixture""
score: 0.9039024710655212
topicality: 0.9039024710655212
",2,Fixture,0.9039024710655212
abandoned_room.jpg,"mid: ""/m/09t49""
description: ""Leaf""
score: 0.901808500289917
topicality: 0.901808500289917
",3,Leaf,0.901808500289917
abandoned_room.jpg,"mid: ""/m/05h0n""
description: ""Nature""
score: 0.8992725610733032
topicality: 0.8992725610733032
",4,Nature,0.8992725610733032
abandoned_room.jpg,"mid: ""/m/083vt""
description: ""Wood""
score: 0.8928180932998657
topicality: 0.8928180932998657
",5,Wood,0.8928180932998657
abandoned_room.jpg,"mid: ""/m/019sc6""
description: ""Lighting""
score: 0.865497350692749
topicality: 0.865497350692749
",6,Lighting,0.865497350692749
abandoned_room.jpg,"mid: ""/m/06z0n""
description: ""Sunlight""
score: 0.8554420471191406
topicality: 0.8554420471191406
",7,Sunlight,0.8554420471191406
abandoned_room.jpg,"mid: ""/m/0j62f""
description: ""Rectangle""
score: 0.8543462753295898
topicality: 0.8543462753295898
",8,Rectangle,0.8543462753295898
abandoned_room.jpg,"mid: ""/m/05s2s""
description: ""Plant""
score: 0.7991119623184204
topicality: 0.7991119623184204
",9,Plant,0.7991119623184204
abandoned_room.jpg,"mid: ""/m/08t9c_""
description: ""Grass""
score: 0.7904842495918274
topicality: 0.7904842495918274
",10,Grass,0.7904842495918274
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/019nj4""
description: ""Smile""
score: 0.9769134521484375
topicality: 0.9769134521484375
",1,Smile,0.9769134521484375
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/013y0j""
description: ""Organ""
score: 0.9018627405166626
topicality: 0.9018627405166626
",2,Organ,0.9018627405166626
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/0j272k5""
description: ""Eyewear""
score: 0.8113236427307129
topicality: 0.8113236427307129
",3,Eyewear,0.8113236427307129
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/06bm2""
description: ""Recreation""
score: 0.75775146484375
topicality: 0.75775146484375
",4,Recreation,0.75775146484375
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/01rkbr""
description: ""Tie""
score: 0.7575824856758118
topicality: 0.7575824856758118
",5,Tie,0.7575824856758118
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/02mf1n""
description: ""Gadget""
score: 0.7563155293464661
topicality: 0.7563155293464661
",6,Gadget,0.7563155293464661
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/0ds99lh""
description: ""Fun""
score: 0.7459918856620789
topicality: 0.7459918856620789
",7,Fun,0.7459918856620789
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/081pkj""
description: ""Event""
score: 0.741818368434906
topicality: 0.741818368434906
",8,Event,0.741818368434906
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/03fp41""
description: ""Houseplant""
score: 0.7264366149902344
topicality: 0.7264366149902344
",9,Houseplant,0.7264366149902344
04-06-19 at 20.13.44_(1).jpg,"mid: ""/m/011l78""
description: ""Team""
score: 0.7080564498901367
topicality: 0.7080564498901367
",10,Team,0.7080564498901367
Confusing.jpg,"mid: ""/m/01jwgf""
description: ""Product""
score: 0.9071955680847168
topicality: 0.9071955680847168
",1,Product,0.9071955680847168
Confusing.jpg,"mid: ""/m/01xygc""
description: ""Coat""
score: 0.8595243692398071
topicality: 0.8595243692398071
",2,Coat,0.8595243692398071
Confusing.jpg,"mid: ""/m/03gq5hm""
description: ""Font""
score: 0.8277806639671326
topicality: 0.8277806639671326
",3,Font,0.8277806639671326
Confusing.jpg,"mid: ""/m/04xz_5""
description: ""Blazer""
score: 0.7823944687843323
topicality: 0.7823944687843323
",4,Blazer,0.7823944687843323
Confusing.jpg,"mid: ""/m/0bs7_0t""
description: ""Electronic device""
score: 0.7511335611343384
topicality: 0.7511335611343384
",5,Electronic device,0.7511335611343384
Confusing.jpg,"mid: ""/m/01kq3x""
description: ""White-collar worker""
score: 0.7491109371185303
topicality: 0.7491109371185303
",6,White-collar worker,0.7491109371185303
Confusing.jpg,"mid: ""/m/07c1v""
description: ""Technology""
score: 0.7487384080886841
topicality: 0.7487384080886841
",7,Technology,0.7487384080886841
Confusing.jpg,"mid: ""/m/02w3_2""
description: ""Formal wear""
score: 0.7375895380973816
topicality: 0.7375895380973816
",8,Formal wear,0.7375895380973816
Confusing.jpg,"mid: ""/m/01xyhv""
description: ""Suit""
score: 0.7334719896316528
topicality: 0.7334719896316528
",9,Suit,0.7334719896316528
Confusing.jpg,"mid: ""/m/01zbnw""
description: ""Screenshot""
score: 0.7264202833175659
topicality: 0.7264202833175659
",10,Screenshot,0.7264202833175659
